,LIC_1,LIC_3,LIC_31,LIC_35,LIC_37,LIF_22,LIF_24,LIF_26,LIF_28,LIF_30
Adad2,0,0,0,0,0,0,0,0,0,0
Adal,1.277575,1.598236,2.785784,2.329281,2.182762,4.840587,3.000069,4.117254,2.595369,1.832643
Adam10,0.776598,0.396102,7.279662,2.879229,2.383744,8.87579,5.449706,3.708597,4.321027,2.05888
Adam11,6.751919,0.138327,0.137769,0.499644,3.453578,1.334828,4.218018,3.298424,2.044698,5.341662
Adam12,0.089865,0.024008,0.282525,0.115542,0.07254,0.867735,0.207204,0.140735,0.332529,0.100605
Adam15,2.765289,4.178996,8.138731,6.852226,7.797665,10.82362,6.589684,6.637678,7.777379,6.365439
Adam17,2.853383,2.522031,8.429056,5.677343,5.673582,9.063865,8.890489,5.742644,6.374459,4.763589
Adam18,0,0,0,0,0,0,0,0,0,0
Adam19,0.117157,0.165047,0.318066,0.343298,0.95472,1.719306,1.304283,0.934834,1.237497,0.781754
Adam1a,2.475604,1.419157,0.212169,0.883926,1.58477,2.698843,1.59525,2.516096,1.244791,1.496238
Adam1b,0.204856,0,0.023398,0.040562,0.105233,0.17953,0.163323,0.472841,0.283817,0.305749
Adam2,0,0,0,0,0,0,0,0,0,0
Adam21,0,0,0,0,0,0,0,0,0,0
Adam22,0.044816,0,0.03684,0,0.034953,0.20363,0.3781,0.129288,0.462381,0.110614
Adam23,1.830175,1.739067,3.091938,4.441799,5.39184,7.191634,8.114579,6.677558,7.155878,5.740176
Adam24,0,0,0,0,0,0,0,0,0,0
Adam25,0,0,0,0,0,0,0,0,0,0
Adam26a,0,0,0,0,0,0,0,0,0,0
Adam28,0,0,0,0,0,0,0,0,0,0
Adam30,0,0,0,0,0,0,0,0,0,0
Adam32,0,0,0,0,0.048333,0,0,0,0,0
Adam33,0.438539,0.079412,0,0,0.082222,0.051735,0,0.217966,0.143841,0.020586
Adam34,0,0,0,0,0,0,0,0,0,0
Adam34l,0,0,0,0,0,0,0,0,0,0
Adam3a,0,0,0,0,0,0,0,0,0,0
Adam4,0.407466,0.114213,0,0.0415,0,0.05679,0.124898,0.129925,0.25351,0.06232
Adam4l1,0.31008,0.061501,0,0,0,0.404311,0.112628,0.059784,0,0.432385
Adam5,0,0,0,0,0,0,0,0,0,0
Adam6,0,0,0,0,0,0,0,0,0,0
Adam7,0,0,0,0,0.103887,0,0,0,0,0
Adam8,0.287751,0.0407,0.225918,0.148675,0.779488,0.582134,0.299246,0.845074,0.738943,0.709316
Adam9,5.190127,2.954179,11.029572,6.037274,6.485233,13.910965,8.510448,7.132938,11.154417,6.445739
Adamdec1,1.705132,1.49035,0.767732,1.971584,5.409731,4.989811,3.225924,6.406313,2.138151,3.701301
Adamts1,1.785163,0.971238,9.693748,5.669712,5.791245,8.907188,8.541831,5.680658,9.588554,6.366848
Adamts10,8.165052,6.590115,3.097393,2.000802,13.83244,9.544311,9.068282,10.256021,10.132248,20.116179
Adamts12,0.1848,0.211417,0.522263,0.595576,0.446459,1.201133,0.649103,0.395534,0.555453,0.468849
Adamts13,6.65162,4.008778,7.406026,8.215313,25.307474,22.663958,20.729275,24.274384,32.121719,33.732441
Adamts14,0.385862,0.261746,0.239001,0.070987,0.308503,0.424067,0.267508,0.441359,0.679998,0.937375
Adamts15,0.079138,0.079406,0,0.102048,0.096634,0.208182,0.250735,0.127296,0.232909,0.087532
Adamts16,0,0.011421,0.08448,0,0.07903,0,0,0,0.034021,0
Adamts17,0.020903,0,0.029407,0.019019,0.121834,0.159876,0.063088,0.085762,0.266909,0
Adamts18,0,0,0,0,0,0,0,0,0,0
Adamts19,0.104234,0.064273,0.067768,0,0.121578,0.035173,0.029484,0.092943,0.025174,0.021128
Adamts2,0.418183,0.295758,0.947259,0.639726,1.682663,3.095923,0.9056,1.863822,2.671211,1.487981
Adamts20,0.038997,0,0,0,0,0,0,0,0,0
Adamts3,0.026167,0.016768,0,0,0.175807,0.268173,0.216789,0.202828,0.082789,0.209438
Adamts4,0,0.070728,0.371102,0.088008,0.211919,0.984833,0.247044,0.124221,0.038032,0
Adamts5,0,0.030314,0.267824,0.325462,0.290177,0.367617,0.063256,0.352887,0.237074,0.186687
Adamts6,0.081101,0.169633,0.047336,0.180134,0.93676,0.086828,0.182995,0.025268,0.247079,0.381394
Adamts7,2.073306,0.425673,3.076864,1.52035,2.682119,3.878711,2.949808,1.975452,2.822434,2.0496
Adamts8,0,0.031264,0.077864,0.03339,0.2383,0.039075,0,0,0.162802,0
Adamts9,0.091763,0.095181,0.104584,0.117546,0.336534,0.914612,0.489023,0.21448,0.56971,0.110636
Adamtsl1,0.053014,0,0.045765,0.014425,0.210833,0.055271,0,0.146489,0.174106,0.180138
Adamtsl2,3.292637,1.27709,1.760314,2.273513,11.11118,3.611644,3.381848,5.384946,8.452043,6.947266
Adamtsl3,0.069333,0.036317,0.28592,0.136866,0.136626,0.768486,0.153442,0.113004,0.487523,0.220233
Adamtsl4,34.363876,7.881403,13.193128,6.837701,24.398127,26.252127,23.155882,33.822052,26.453594,39.522705
Adamtsl5,0.401491,0.40301,0.101821,0.203132,1.376658,1.693885,1.123768,0.918044,1.844534,1.445138
Adap1,0.228673,0.417818,0.137877,0.357937,1.206698,0.506977,1.473191,0.757624,0.379017,0.528841
Adap2,5.06375,6.512181,15.002707,8.493517,8.368089,28.277325,16.285196,10.882579,16.093279,14.905289
Adar,4.401737,5.547054,8.627001,9.320885,11.478746,15.053487,8.982444,9.559799,13.158308,12.543601
Adarb1,1.173284,0.534726,1.280101,1.093046,2.151731,3.231602,2.61517,2.277547,2.270668,1.920185
Adarb2,0,0,0,0,0,0,0,0.013225,0,0
Adat1,0.728615,0.583947,1.188781,1.235898,1.173985,2.300609,1.226509,1.458514,1.1729,0.731071
Adat2,3.612951,1.753842,2.74754,1.859301,3.16637,4.463544,5.581706,2.175744,5.359496,4.383638
Adat3,5.687016,3.772413,1.782651,4.881154,7.162986,8.478621,11.474276,4.888772,6.418269,6.728635
Adck1,1.642007,1.07291,1.974986,0.826603,2.691873,2.693503,2.690964,1.845478,2.140424,2.656194
Adck2,4.851215,4.629078,11.311754,7.580168,6.477747,12.111878,11.458947,8.619541,9.269488,7.645988
Adck5,37.795631,33.365852,46.660431,43.681786,64.927071,83.342438,90.201607,71.161995,66.46225,91.999062
Adcy1,0.843656,0.796347,2.738811,0.966647,2.285171,7.195089,7.946725,6.29732,4.484793,3.108458
Adcy10,0.375784,0.514473,3.324939,0.554769,1.046768,3.327317,6.865022,4.154376,4.074767,3.123723
Adcy2,0.144252,0,0,0,0.172868,0,0,0,0.099583,0
Adcy3,0.341221,0.297127,0.962395,0.905893,1.142723,1.037233,0.873088,1.335108,0.972861,1.143737
Adcy4,2.259325,0.838743,0.762805,1.318667,5.908107,4.374395,4.066528,6.192333,4.254776,5.884378
Adcy5,0.864113,0.646362,2.312865,0.945846,2.668725,6.421171,2.809657,4.176442,3.085282,3.636003
Adcy6,14.24243,4.882596,12.389744,7.19853,23.834381,24.808434,23.653528,25.390659,19.187662,26.417034
Adcy7,0,0.02231,0.167362,0.080531,0.589611,0.612512,0.390601,0.496766,0.697372,0.914679
Adcy8,0,0,0,0,0,0,0,0,0,0
Adcy9,1.6108,0.581127,2.979793,1.447197,1.386821,2.360512,2.385621,2.740381,3.924658,1.8932
Adcyap1,0.056887,0.041757,0,0,0.068622,0,0,0,0,0.060797
Adcyap1r1,0.134316,0.750527,1.155995,0.768444,0.451133,1.447703,2.199058,1.058955,0.341089,0.558527
Add1,13.101893,7.838932,25.703836,18.02511,20.611324,33.178543,27.525707,28.585155,28.722294,22.824854
Add2,0,0.020053,0,0,0.171613,0.050132,0.283728,0.219888,0,0
Add3,3.192393,1.896183,6.796269,3.578595,5.368059,13.811796,7.581368,4.41182,9.881409,5.70311
Adgb,0,0.011501,0,0,0.045138,0,0,0.028906,0,0.085172
Adgra1,0,0,0,0,0,0.078365,0,0,0,0
Adgra2,0.39019,0.322926,0.57449,0.735166,1.137052,3.018402,2.233971,1.424209,2.627496,1.559898
Adgra3,4.261117,1.970431,7.534457,5.382542,4.99307,9.577512,7.697565,7.65806,6.643337,4.481479
Adgrb1,0,0,0,0,0,0.117093,0,0,0,0.064123
Adgrb2,0,0,0.056802,0,0.019015,0,0,0,0.030456,0.058215
Adgrb3,0,0,0,0,0,0,0,0,0,0
Adgrd1,0.019561,0.098599,0.103226,0.053903,0.093354,0.035242,0,0,0.082029,0.029374
Adgre1,1.552469,2.725673,7.042741,6.168123,5.710275,13.033105,6.886031,6.814425,9.127105,7.124345
Adgre4,0.596245,0.749354,0.837411,0.709425,1.768005,3.250067,1.528666,2.717565,1.696329,2.187742
Adgre5,5.374857,4.408123,4.440279,6.738565,13.09438,12.944826,8.276511,9.394444,10.49312,13.145293
Adgrf1,0,0,0,0,0,0,0,0,0,0
Adgrf2,0,0,0,0,0,0,0,0,0,0
Adgrf3,0.058035,0.314536,0.884255,0.230651,0.852706,0.742857,2.672367,0.879609,0.361993,0.598364
Adgrf4,0,0,0,0,0,0,0,0,0,0
Adgrf5,3.517742,2.273627,4.632927,4.898001,7.15708,9.566761,8.6242,12.17977,12.454664,8.900614
Adgrg1,0.296192,0.303618,0.557057,0.736954,0.735593,0.271799,1.123041,0.634303,1.22751,0.699526
Adgrg2,0,0,0,0,0.018901,0,0,0,0.027524,0
Adgrg3,0,0,0,0,0.0836,0,0,0,0.057984,0
Adgrg4,0,0,0,0,0,0,0,0,0,0
Adgrg5,0.200267,0.108755,0.087739,0.162346,0.840917,0.592232,0.543409,1.595747,1.043359,1.576739
Adgrg6,0.599909,0.292995,0.354137,0.572777,0.688725,1.203255,0.797537,1.404062,1.177507,0.936451
Adgrg7,0,0,0.014162,0,0,0.077435,0.068176,0,0.018165,0
Adgrl1,6.223755,4.78231,8.685719,7.430646,11.71335,21.281782,16.146141,13.994739,11.551525,14.632667
Adgrl2,4.58041,4.305509,12.688244,8.07358,8.24035,20.681211,13.880966,8.361588,10.230077,5.38396
Adgrl3,0,0.249884,0.293648,0.392305,0.334915,0.682103,0.127612,0.206464,0.327977,0.293292
Adgrl4,1.652085,1.610969,1.870522,2.283595,2.49618,4.578186,3.002027,3.3585,3.229736,3.291002
Adgrv1,0.132091,0.174008,0.618412,0.594931,0.191624,0.938095,0.445061,0.289592,0.477635,0.277965
Adh1,1307.711182,824.878052,1030.564941,1308.702026,796.7323,976.270264,1165.920654,1087.140747,1612.257324,1447.98877
Adh1-ps1,0.350207,1.096397,0.904621,0.142877,0.826643,1.218857,1.895069,0.595111,0.740192,0.712799
Adh4,9.758604,10.248098,53.958988,19.735924,27.366217,51.364887,33.074558,22.861538,48.202778,26.91555
Adh5,100.388214,152.928238,223.695267,180.972,128.645538,176.312286,209.235321,156.18898,192.058777,148.808914
Adh6,248.8134,12.758904,16.926863,142.267487,57.419186,56.610691,738.147217,335.477905,336.941223,350.810791
Adh6a,0,0,0.124941,0,0,0,0,0,0,0.273679
Adh7,31.829662,11.56133,30.368172,14.883821,10.326226,26.148104,37.489792,25.997084,22.328777,15.711253
Adhfe1,120.532234,93.931473,138.158524,116.594818,104.259109,155.486237,163.950897,146.228348,141.105133,139.509262
Adi1,94.1455,117.237801,205.364487,153.801682,140.449219,184.076523,173.681061,182.784729,171.701538,157.130447
Adig,2.987319,0,0,0,0.149326,0,0,0.286422,0.654206,0.475703
Adipoq,0.60801,0,0,0,0,0,0,0,0.640543,0.790715
Adipor1,21.92729,23.079721,68.613083,53.528107,45.883057,78.775063,65.695663,61.970711,72.406349,47.059319
Adipor2,1.716993,3.640703,34.069477,10.007351,7.103797,53.868271,21.494213,14.390691,19.771484,9.76281
Adissp,2.11335,0.739633,7.499158,5.422952,8.187555,7.83375,11.414684,9.811661,8.12749,8.782346
Adk,162.27536,117.728828,228.27652,197.187698,177.122833,219.463089,205.438705,208.802505,198.582306,181.216629
Adm,1.00317,1.005702,1.852272,1.40543,2.052467,3.502373,1.106539,3.246897,2.807547,1.382561
Adm2,0.477822,0,0.330595,0,0.114894,0,0.866572,0,0,0
Adnp,5.736461,3.671274,7.154675,5.984779,7.924007,12.706479,15.05447,12.84234,9.862473,7.483806
Adnp2,1.041298,1.432794,3.036184,2.265024,1.948356,4.008356,3.05724,2.175907,3.16596,1.906407
Ado,1.492347,1.086197,5.569092,3.097332,3.198999,7.15211,5.36261,6.197188,6.261559,6.379183
Adora1,0.399917,0.404399,0.972245,0.911049,1.092583,5.084702,0.998596,1.085812,1.75113,0.939236
Adora2a,1.247983,2.443567,1.690112,8.914266,4.96974,6.433014,4.179556,4.752803,5.994478,2.924758
Adora2b,0,0.170209,0.519336,0.521712,0.388367,0.023777,0.095867,0.491908,0.060505,0.170796
Adora3,0.326296,1.132005,1.269054,2.075331,2.077947,2.856623,2.864105,2.056185,2.231382,1.066205
Adpgk,4.876491,3.844909,8.136189,6.599863,4.937132,11.789598,11.880382,10.884823,8.796471,6.590837
Adprh,4.700117,4.279721,10.037744,8.66035,9.104041,15.599331,17.326574,13.879786,11.278798,8.886829
Adprhl1,0.042659,0.00507,0.017218,0.01534,0,0,0,0.068829,0,0
Adprm,8.271711,9.960435,16.26734,13.044054,13.394607,17.338696,15.890547,14.525658,18.611073,10.726457
Adprs,7.000112,9.153421,15.124803,22.572897,14.579608,29.692474,23.081827,18.163164,19.053442,15.654535
Adra1a,0.009939,0,0,0,0.008574,0.014522,0,0,0,0.012521
Adra1b,58.599922,39.007561,47.16798,45.664234,73.011414,76.717484,68.654739,82.327309,80.611702,70.036682
Adra1d,0,0,0,0,0,0,0,0,0,0
Adra2a,0,0,0,0,0.213675,0.049828,0,0,0.110057,0
Adra2b,0.938082,2.243625,2.428527,2.885705,3.594513,4.795281,4.065267,3.545362,3.503253,2.613977
Adra2c,0,0,0,0,0,0,0,0,0,0
Adrb1,0.2438,0.261972,0.495704,0.449185,0.408121,0.357115,0.246716,0.812588,0.721654,0.660766
Adrb2,0.683965,0.436538,0.926029,0.900829,1.232963,0.513835,0.970374,0.497719,1.952809,1.31565
Adrb3,0.029348,0,0,0,0,0,0,0,0.037524,0
Adrm1,72.792252,67.882706,98.593056,79.21534,111.999031,184.213684,125.766098,120.152596,119.47686,111.004517
Adsl,13.709502,10.14228,11.864496,12.033727,19.019278,21.246874,18.359859,20.752478,18.44899,17.182192
Adss,22.182287,19.628574,32.202518,23.81933,23.341772,36.795555,27.789274,17.724983,22.248186,14.739368
Adss1,14.87047,6.695761,10.837415,5.589442,6.426335,11.792191,9.28103,13.0177,17.913334,11.759646
Adtrp,363.766846,478.221344,478.092529,525.667725,576.458496,582.102905,656.49707,708.617493,575.942627,582.790283
Aebp1,1.050495,1.570832,2.209366,1.716209,5.400881,3.471167,3.06779,4.915074,9.365073,3.747862
Aebp2,5.315086,5.608663,7.95773,12.214312,8.418252,11.305663,8.468062,7.873666,9.7332,7.195014
Aen,3.184652,6.067979,5.671445,7.822515,8.999677,12.72716,8.119851,8.139904,7.975923,5.55223
Afap1,0.273142,0.074576,0.30244,0.242918,0.228974,0.62526,0.281993,0.291655,0.604497,0.223834
Afap1l1,1.259437,0.976757,1.663509,1.344359,2.434995,5.196291,3.145245,2.396195,2.586351,2.283608
Afap1l2,0.59254,0.355916,1.155122,0.853576,1.245848,1.325985,1.207287,1.191646,0.738509,0.994458
Afdn,5.91491,3.802868,4.076222,5.573547,5.35155,8.18662,6.305559,5.68912,7.523796,5.793245
Aff1,2.826849,2.093098,4.731162,3.099977,3.851235,11.09827,6.189745,6.657905,6.794582,6.117395
Aff2,0,0,0.020925,0.031349,0,0.016629,0.036536,0.01894,0,0.152462
Aff3,0.071171,0.155447,0.231785,0.252665,0.279561,0.513326,0.410562,0.37137,0.13673,0.06995
Aff4,1.730047,1.53684,5.346078,2.631222,3.175246,7.199354,4.664012,3.573769,5.030947,2.871386
Afg1l,1.351366,3.00207,4.818284,4.170154,4.608304,7.307963,7.948717,2.618016,5.425957,4.315072
Afg2a,0.677485,0.424995,0.70488,1.763573,0.712528,1.017926,0.753099,0.816278,0.945216,0.61825
Afg2b,1.223031,1.115067,1.615409,1.831308,0.983437,3.556917,2.629535,1.878365,1.796056,1.782447
Afg3l1,12.166087,14.355404,17.084263,16.980345,12.977633,27.280783,20.200464,20.466385,19.114014,14.070819
Afg3l2,15.112195,6.104434,21.718218,18.883997,10.132328,26.140612,17.43248,16.535736,22.124226,17.648458
Afm,186.367722,297.503754,298.483276,333.697113,271.725342,444.0896,326.543701,220.637421,299.339478,238.475922
Afmid,79.182251,28.509731,41.139675,33.178627,42.259121,48.222553,34.207504,43.716019,48.169468,57.118324
Afp,4.598714,11.418358,18.389002,13.041962,11.668387,12.449718,16.321512,11.487171,10.504742,8.822687
Aftph,5.968388,5.826622,10.431239,8.357964,7.283453,11.630403,9.599216,8.312243,8.919487,5.568495
Aga,19.011421,21.164253,31.438566,28.715343,31.76803,37.286774,32.778992,33.47419,35.480717,28.440432
Agap1,0.737243,0.653262,1.577882,1.432016,2.044202,2.957057,2.123227,2.113943,2.120728,1.630576
Agap2,0.132693,0.274184,0.662895,0.620658,0.749437,0.739888,0.633447,1.020655,0.979714,0.509345
Agap3,7.612437,8.28861,9.449781,11.603637,11.678463,14.24633,10.280492,13.619058,14.303517,10.946712
Agbl1,0,0,0,0.026726,0.096262,0.046179,0,0,0.018769,0
Agbl2,0,0,0,0.019109,0,0.046359,0,0,0,0
Agbl3,0.095185,0.041771,0.057854,0.11494,0.090636,0.183107,0.085646,0.062861,0.144556,0.187205
Agbl4,0,0,0,0,0,0,0,0,0,0
Agbl5,1.494035,1.137866,1.490386,1.128408,2.392534,2.69882,4.181891,2.98411,1.763597,2.338827
Ager,1.338094,1.362861,0,0.392684,2.209254,0.369426,1.135171,1.892943,1.322135,1.406968
Agfg1,2.026343,1.741355,3.432268,3.682143,3.255294,5.353021,4.477618,3.731824,3.56049,3.500934
Agfg2,36.595741,24.150698,41.113781,27.358538,40.848579,28.459707,31.145411,47.936363,35.812153,29.327757
Aggf1,3.025442,2.949909,6.190287,7.829143,4.393531,7.933101,10.384551,4.895396,9.059923,5.407503
Agk,1.839604,1.913323,4.144474,3.412247,3.832925,5.226311,3.921505,3.417526,5.565084,2.411649
Agl,5.546266,4.753494,12.864072,5.856514,7.531029,13.941257,11.117634,8.546907,9.487651,6.64788
Agmat,99.864647,142.1194,190.700043,233.884979,221.091232,201.232758,253.019806,239.574158,233.85582,217.770844
Agmo,14.446958,14.05066,53.608028,53.416321,41.012875,98.59671,70.463326,52.604988,61.191967,44.171299
Ago1,2.086492,0.149986,3.778399,2.629843,2.574375,4.536792,3.803391,1.175031,3.090532,3.036435
Ago2,0.753712,0.569642,1.201706,1.200285,0.914516,2.915254,1.705938,1.65388,1.979255,1.214281
Ago3,0.190726,0.052462,0.373663,0.362225,0.307157,0.645603,0.310758,0.435489,0.590463,0.374687
Ago4,2.574163,1.697468,1.803671,1.775581,2.35912,2.504049,2.009385,3.030807,4.06703,3.124356
Agpat1,8.818506,6.909588,3.278668,5.721157,11.824522,9.182705,10.81035,12.874503,14.832949,17.512362
Agpat2,48.676113,37.911816,95.113541,58.37392,51.318253,120.788322,84.522453,81.025696,87.648445,79.387314
Agpat3,13.506615,21.713322,39.881073,26.360258,30.811443,41.477932,44.711277,31.34639,33.903572,25.735996
Agpat4,0.53126,0.445101,0.715469,0.908981,1.765439,2.378873,0.881754,1.440487,1.149614,0.98526
Agpat5,1.324033,1.379653,2.19674,1.217705,1.879611,3.053287,3.476204,1.69905,2.092925,1.095184
Agps,0.25444,0,0.780934,0.077476,0.532058,2.035543,1.195881,1.04257,1.501112,0.280197
Agr2,0,0,0,0,0,0,0,0,0,0
Agr3,0,0,0,0,0,0,0,0,0,0
Agrn,5.809992,2.417802,3.876143,3.361395,12.501657,11.8481,8.581649,9.17308,9.485077,12.105376
Agrp,0,0,0,0,0,0,0,0,0,0.237029
Agt,659.112671,540.786377,630.991394,1150.454712,916.077087,1071.062988,1000.641235,1014.560547,1148.839844,903.281311
Agtpbp1,0.443871,0.075508,0.341932,0.593867,0.447524,0.587104,0.517699,0.762498,0.763372,0.438623
Agtr1a,15.447257,24.615416,87.172958,54.677101,41.005428,97.96196,90.268906,53.818623,53.85931,38.645069
Agtr1b,0,0,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0,0,0
Agtrap,3.112722,3.85883,6.318301,7.421932,6.79962,7.325835,7.807088,6.591925,9.673131,6.843314
Agxt,48.834572,96.352448,136.880692,94.975441,111.569366,169.448151,185.685928,180.964066,153.145004,117.133469
Agxt2,21.630697,22.70299,74.250168,65.344856,35.786739,80.329361,65.401016,39.855339,49.665493,49.308659
Ahctf1,5.073136,5.000602,4.652579,5.880981,3.2715,7.987589,5.381561,4.41445,6.193133,4.399871
Ahcy,325.956696,227.927505,564.488281,606.335266,301.872192,695.370728,503.133362,567.573425,734.443787,435.976898
Ahcyl1,16.410898,12.43931,28.200462,19.334894,19.839487,35.706348,23.750576,25.940556,26.084597,21.621122
Ahcyl2,0.742693,0.649664,1.068419,0.80004,1.124798,2.868513,1.538926,1.651421,1.828446,0.835367
Ahdc1,1.50516,1.199845,3.253025,1.534232,2.065941,5.545451,4.470335,2.858508,2.583565,2.532739
Ahi1,0.441444,0.294264,1.75328,0.434677,0.983187,1.422222,0.90939,0.578697,1.293302,1.052112
Ahnak,2.434124,0.472178,0.63571,0.912869,2.030102,2.361375,1.348491,2.570949,3.804791,1.836831
Ahnak2,0.031611,0,0,0.016131,0.06663,0.026273,0.015942,0.074798,0.056614,0.048475
Ahr,21.324274,7.666143,24.326458,11.470222,22.38891,20.273258,22.100954,24.473143,19.405502,15.917295
Ahrr,0.027128,0,0,0,0,0,0,0,0,0
Ahsa1,58.469501,72.839287,72.095215,141.755356,120.630371,159.55278,126.310242,170.295166,135.59874,128.719391
Ahsa2,7.479295,10.364131,5.812646,16.055548,13.344942,19.719269,12.861024,25.549524,16.515228,14.782403
Ahsg,5199.742188,7983.253418,9101.486328,12249.06934,7656.12793,9950.525391,6653.539062,6318.914551,8828.975586,6396.149414
Ahsp,0.790252,0.183231,0,0.234529,0,0.242574,0,0.285393,0,0.149891
Aicda,0,0,0,0,0,0,0,0,0,0
Aida,5.789289,4.303094,4.557788,5.335418,6.721686,7.836951,8.609154,7.867735,8.043317,5.730479
Aif1,20.853424,65.230034,34.152161,81.729271,63.027924,50.274467,26.744013,47.899982,48.193615,53.026749
Aif1l,0.07109,0,0.208991,0.300212,0.295318,0.051945,0.189511,0,0.184092,0.354923
Aifm1,25.711256,30.623135,56.949921,41.200443,33.105484,55.663174,56.357227,46.743862,43.499149,35.646675
Aifm2,14.702271,17.742128,32.606091,27.683603,29.216572,38.473587,37.362228,26.501463,25.873001,23.914091
Aifm3,0.425671,0.448656,0,0.228159,0.567249,0.460863,0.174398,0.347239,0.401945,0.761588
Aig1,7.358524,2.079719,5.429107,4.039811,6.669341,23.486946,24.430706,22.431143,15.061672,21.839075
Aim2,0.141292,0.706761,0.165914,0.297034,1.206672,1.702396,0.41513,1.303215,1.719602,3.125906
Aimp1,23.137598,36.700859,20.662926,30.971825,37.524319,33.38192,42.962158,37.5354,32.817734,34.06485
Aimp2,15.559951,14.641752,18.712442,23.662481,21.54377,21.893372,20.341291,19.834309,22.361654,23.431053
Aip,14.820496,22.529249,22.974436,21.615908,19.036095,22.747927,15.267376,22.767382,28.276253,19.982494
Aipl1,0,0,0,0,0,0,0,0,0,0
Aire,0,0,0,0,0,0,0,0,0,0.068069
Airim,0.592201,0.440006,0.275531,0.453471,1.174588,2.553635,1.155785,0.669069,0.791445,1.143367
Ajap1,0,0,0,0,0,0,0.04296,0,0.080899,0
Ajm1,0.201369,0.121034,0.096946,0.202892,0.31117,0.470525,0.37131,0.484708,0.22116,0.168717
Ajuba,3.183733,2.554699,3.366804,3.104527,4.802485,11.704968,6.398379,5.942277,5.504149,6.054147
